Original_Review,측면 및 감성 추출,label
"프렌즈크로크마담(?)을 먹었는데 진짜 진짜 맛있더라구요! 또 공간도 너무 예쁘고 직원분들도 너무 친절했어요!","베이커리빵(긍정), 분위기감성(긍정), 서비스(긍정)",010000011000
"디저트 귀여운거 많고 커피 너무 맛있어요!! 매장도 꽤 넓고 힙해서 맘에 드네용","커피음료(긍정), 기타디저트(긍정), 공간편의시설(긍정), 분위기감성(긍정)",100001110000
"커피맛이 좋고 분위기도 아주 좋았습니다.","커피음료(긍정), 분위기감성(긍정)",100000010000
"바게트 너무 맛있네요 굿 재방문 의사 100퍼","베이커리빵(긍정)",010000000000
"성수에서 딸기케이크 진짜맛있는곳커피도 맛있네용","커피음료(긍정), 케이크(긍정)",101000000000
"커피도 맛있고 망고빙수도 맛있어요 스콘도 예쁘게 생겨서 궁금하고","커피음료(긍정), 쿠키구움과자(긍정), 빙수과일(긍정)",100110000000
"분위기가 좋고 역이랑도 가까워서 좋았습니다!","공간편의시설(긍정), 분위기감성(긍정)",000000110000
"빵도 너무 이쁘고 인테리어도 맘에 들어요","베이커리빵(긍정), 분위기감성(긍정)",010000010000
"최근 먹은 소금빵 중 가장 맛있어요.","베이커리빵(긍정)",010000000000
"분위기 좋고 장소가 큰 카페에요","공간편의시설(긍정), 분위기감성(긍정)",000000110000
"통창이라 분위기 너무 좋고, 직원분들도 엄청 친절하세요... 테이블이 좀 낮고, 매장이 큰 편은 아니라서 간단한 작업 정도만 가능할 것 같습니다.","공간편의시설(부정), 분위기감성(긍정), 서비스(긍정)",000000211000
"깻잎향이 이렇게 상큼할 수 있다니... 주인분과 알바생도 친절하시고요","커피음료(긍정), 서비스(긍정)",100000001000
"카페 너무 분위기 있어요!! 음악도 좋고 이야기 하기 좋아요! 빙수도 너무 예쁘고 맛있습니다!","빙수과일(긍정), 분위기감성(긍정)",000010010000
"더운 날 망고빙수 시원하게 잘 먹었습니다 망고가 쫀득해서 식감이 재밌었어요","빙수과일(긍정)",000010000000
"말차푸딩, 오리지널 푸딩 둘 다 너무 맛있는 푸딩 맛집입니다아","기타디저트(긍정)",000001000000
"음악과 인테리어 분위기에 매료되었습니다. 커피랑 디저트도 너무 맛있었고요. 직원분들도 친절하게 안내해주셔서","커피음료(긍정), 기타디저트(긍정), 분위기감성(긍정), 서비스(긍정)",100001011000
"친절하고 좋습니다 ) 주문이 많아도 빨리 만들어주시는 편!","서비스(긍정), 혼잡도_웨이팅(긍정)",000000001001
"선물로 주문을 한건데... 직원분 진짜 너무 친절하세요","서비스(긍정), 선물포장(긍정)",000000001010
"베이글이 다 너무 귀엽고 맛있어요!!","베이커리빵(긍정)",010000000000
"재방문이었는데 이번엔 그림 완성해서 좋네요. 직원분들 친절하십니다.","분위기감성(긍정), 서비스(긍정)",000000011000
"빵 종류도 많고 맛있어요 음료도 맛있구요 좌석도 많아 웨이팅없이 이용할 수 있어서 좋아요","커피음료(긍정), 베이커리빵(긍정), 공간편의시설(긍정), 혼잡도_웨이팅(긍정)",110000100001
"가격도 착한데 케이크가 너무 맛있고... 아메리카노 써서 잘 못 마셨는데 여긴 딱 적당해서 좋았어용 !... 사장님께서 정말 친절하셔서","커피음료(긍정), 케이크(긍정), 서비스(긍정), 가격가성비(긍정)",101000001100
"베이글 종류도 다양해서 고민 엄청 했어용 다 맛나 보이는 베이글입니다!!","베이커리빵(긍정)",010000000000
"이제는 중국인 관광객이 점령한 곳 빵 종류가 많던데... 맛있는 지는 모르겠는 곳 생각보다 라뗴는 맛있어서","커피음료(긍정), 베이커리빵(중립), 혼잡도_웨이팅(부정)",130000000002
"크로아상도 종류가 다양했고 다양한 종류에 비해 맛이 다 좋아요... 인테리어도 너무 좋고 뷰도 너무 좋고","베이커리빵(긍정), 분위기감성(긍정)",010000010000
"저번에 먹고 맛있어서 다른커피먹으러 또 왔어요 맛있습니다","커피음료(긍정)",100000000000
"내부는 넓지 않은데 커피는 맛있어요","커피음료(긍정), 공간편의시설(부정)",100000200000
"수플레케이크 맛집입니다","기타디저트(긍정)",000001000000
"어우 퀸아망 미쳤어요 진짜 와악 시나몬맛 엄청 나고 너무 바삭하고","베이커리빵(긍정)",010000000000
"시설 깨끗하고 디저트가 맛있어요","기타디저트(긍정), 공간편의시설(긍정)",000001100000
"언제나 만족해요 양도많고 맛있구요 배달로도 즐기고 있습니다","가격가성비(긍정)",000000000100
"종종 낮시간에 저녁시간 보다 사람 적어서 좋고, 점원분들도 친절하세요!","서비스(긍정), 혼잡도_웨이팅(긍정)",000000001001
"지나가다가 꼬수운 냄새에 덜컥 들어와서 사가요 !! 진짜 맛있어보이고 진짜 바삭해보이고","베이커리빵(긍정), 선물포장(긍정)",010000000010
"자두주스 맛있읍니다. 커피는 글쎄요.","커피음료(중립)",300000000000
"밀도 시그니쳐 식빵 구매했어요! 주말이라 사람이 많았네요. 510정도 대기했습니다.","베이커리빵(긍정), 혼잡도_웨이팅(중립)",010000000003
"넓어서 좋고 3층 뷰도 좋아요 엘베도 있음","공간편의시설(긍정), 분위기감성(긍정)",000000110000
"분위기도 너무 좋고 젤라또도 너무 맛있었습니다! 음악도 너무 좋아요!","기타디저트(긍정), 분위기감성(긍정), 서비스(긍정)",000001011000
"커피 맛있어요. 빵 굽는 커피숍이에요","커피음료(긍정), 베이커리빵(긍정)",110000000000
"카페 인테리어가 너무 예쁘고 케잌도 맛있어요","케이크(긍정), 분위기감성(긍정)",001000010000
"포르투갈 벨렘빵집보다 맛있어요","베이커리빵(긍정)",010000000000
"웨이팅은 있었지만 금방 사람 빠지고 친절하시고 맛있어요!!","서비스(긍정), 혼잡도_웨이팅(중립)",000000001003
"크리미한 라떼 맛있었어요 사람이 너무 많아서 시끄럽긴하지만 친절하게 대해주셨습니다","커피음료(긍정), 서비스(긍정), 혼잡도_웨이팅(부정)",100000001002
"솔티드피칸이랑 참외백후추 먹었어요! 맛있습니다","기타디저트(긍정)",000001000000
"미국 가정식 브랙퍼스트랑 오믈렛 양도 푸짐하구요 맛도 일품이네요... 내국인보다 외국인이 많아 미국에 온 것 같았어요","베이커리빵(긍정), 가격가성비(긍정), 혼잡도_웨이팅(부정)",010000000102
"내부도 넓고 케이크랑 곰돌이로고 너무 귀여워요","케이크(긍정), 공간편의시설(긍정), 분위기감성(긍정)",001000110000
"쿠키는 딱딱해서 전자레인지에 돌려먹었고 아기자기한게 많았습니다... 화장실도 2층에 있었습니다","쿠키구움과자(중립), 공간편의시설(긍정), 분위기감성(긍정)",000300110000
"커피가 완전 맛있고 젤라또도 맛있어 보여요","커피음료(긍정), 기타디저트(긍정)",100001000000
"성수 그 자체같은 곳 평일이라 사람이 없어서 조용히 이야기하고 놀기 좋았어용","분위기감성(긍정), 혼잡도_웨이팅(긍정)",000000010001
"디저트는 물론이고 커피까지 진짜 맛있어요... 디저트 종류도 많아서 연말 선물로 좋을 거 같음!","커피음료(긍정), 기타디저트(긍정), 선물포장(긍정)",100001000010
"너어어어어어어무 맛있어용 딸케,,,","케이크(긍정)",001000000000
"예전부터 와보고싶었던 젤라또집이라 방문하게되었습니다!... 맛도 다양해서 넘넘 좋았습니다","기타디저트(긍정)",000001000000
"포장지부터 너무 예쁘고 대왕딸기 반가르자마자 딸기향이 퐝 튀어나와서 놀라고 달달한 딸기에 떡이 얇아서 잘어울림","기타디저트(긍정), 선물포장(긍정)",000001000010
"단독주택 개조카페 서울숲 뷰가 멋지다 빙수가격이 좀비싸나 맛나다","빙수과일(긍정), 분위기감성(긍정), 가격가성비(부정)",000010010200
"커피가 너무 맛있고 분위기도 좋고 힐링되는 곳이에요!","커피음료(긍정), 분위기감성(긍정)",100000010000
"성수,건대 망고빙수 맛집이에요 진짜 너무 맛있어요","빙수과일(긍정)",000010000000
"가장 예쁘고 큰 카페로 찾아서왔어요 일단 너무 친절하시고 카페가 환해서 이쁘더라구요","공간편의시설(긍정), 분위기감성(긍정), 서비스(긍정)",000000111000
"맛있고 가성비 좋은 디저트집이에요","기타디저트(긍정), 가격가성비(긍정)",000001000100
"외국인들은 직접 주문 받으면서 정작 국내 사람들은 테이블에 있는 큐알로 주문하라 하고... 1시간 기다려서 들어갔더니 주문 후 조리하는데 또 20분.","서비스(부정), 혼잡도_웨이팅(부정)",000000002002
"인테리어 멋져요! 말차빙수 사진하고 정말 똑같고 토핑 가득합니다아. 정말정말 맛있어요","빙수과일(긍정), 분위기감성(긍정)",000010010000
"커피가 너무 맛있어요! 초록 앞치마 직원분 너무 착하네요!!","커피음료(긍정), 서비스(긍정)",100000001000
"에스프레소에 초코파우더가 돼서 나와서 조금 놀랐습니다. 매장인테리어도 이뿌고 매장도 넓어서 좋아요","커피음료(중립), 공간편의시설(긍정), 분위기감성(긍정)",300000110000
"도넛 종류도 많고 특히 버터샌드 진짜 강추입니다","쿠키구움과자(긍정), 기타디저트(긍정)",000101000000
"커피 원두 별로 골라서 먹을 수 있어요... 커피에 대해서 친절히 설명해주셨어요 ) 원테이블이라 단체는 힘들 거 같아요.","커피음료(긍정), 공간편의시설(부정), 서비스(긍정)",100000201000
"자주 오는 곳이에요!!! 멋진 공간 맛난 커피 늘 좋아요!!","커피음료(긍정), 분위기감성(긍정)",100000010000
"케이크 너무 맛있고 아늑하고 그릇들도 너무 예뻐요","케이크(긍정), 분위기감성(긍정)",001000010000
"라떼도 맛있는데 라떼아트 너무 귀엽고 신기해요!","커피음료(긍정)",100000000000
"매장 넓고 이뻐요 화장실도 넘 예쁨..","공간편의시설(긍정), 분위기감성(긍정)",000000110000
"디저트 너무 맛있어요!!!!","기타디저트(긍정)",000001000000
"브런치도 되고 와인도 되고 그냥 가볍게 오기 좋은 것 같아요 풍경도 탁 트여서 너무 예뻐요","베이커리빵(긍정), 분위기감성(긍정), 서비스(긍정)",010000011000
"매장이 넓고 앉을 공간이 많이 있더라구요... 중간중간 의자가 좀 망가진게 있더라구요..주의해야할거 같아요..!","공간편의시설(중립)",000000300000
"초코케이크 미쳤음 역대급 카페임 담에 또 가고싶음","케이크(긍정)",001000000000
"케이크도 맛있고 커피도 진하고 맛있어요","커피음료(긍정), 케이크(긍정)",101000000000
"이번엔 소금빵과 애플 페스츄리 샀어요... 역시 여기의 근본은 페스츄리임","베이커리빵(긍정)",010000000000
"대화하기에 분위기가 좋고, 주문한 아이스크림 전부 실패없이 맛있었어요!","기타디저트(긍정), 분위기감성(긍정)",000001010000
"딸기핀 안에 딸기 크림 듬뿍 상큼 달달 베이커리 종류 많고 다 비주얼 굿... 항상 사람이 많아서 좋은 자리는 하늘에 별따기","베이커리빵(긍정), 혼잡도_웨이팅(부정)",010000000002
"조용하고 창가쪽에 앉아서 밖 구경하는 재미도 있네요 커피는 물론이고 디저트도 맛있어요","커피음료(긍정), 기타디저트(긍정), 분위기감성(긍정)",100001010000
"넘 쾌적하고 맛있는 케이크가 많아용","케이크(긍정), 공간편의시설(긍정)",001000100000
"아침부터 사람 많고 자리가 없지만 포장하기 좋아용","선물포장(긍정), 혼잡도_웨이팅(부정)",000000000012
"사장님 친절하시고, 인테리어도 예쁜데 무엇보다 케익이 진짜진짜 맛있음!","케이크(긍정), 분위기감성(긍정), 서비스(긍정)",001000011000
"빵도 맛있고 분위기도 좋아요","베이커리빵(긍정), 분위기감성(긍정)",010000010000
"시간이 지나도 계속 맛있네요!","베이커리빵(긍정)",010000000000
"카페 분위기 좋네요, 와플도 너무 맛있어요","기타디저트(긍정), 분위기감성(긍정)",000001010000
"아이스크림이랑 가볍게 마시기 딱이에요!","커피음료(긍정), 기타디저트(긍정)",100001000000
"음료 특이하고 맛있음 공간도 특이","커피음료(긍정), 공간편의시설(긍정)",100000100000
"여기 쿠키 쫀맛탱이에요!! 역시 인생 쿠키집 맛있어용","쿠키구움과자(긍정)",000100000000
"팬케이크 예쁘고 음료가 마싯어효","베이커리빵(긍정), 커피음료(긍정)",110000000000
"빵도 맛있고 음료가 특히 더 맛있네요! 내부 인테리어도 좋고 매장도 넓어요.","커피음료(긍정), 베이커리빵(긍정), 공간편의시설(긍정), 분위기감성(긍정)",110000110000
"퀄리티도 너무 좋고, 사장님이 친절하십니다. ... 무엇보다 케이크가 너무 마음에 들어요!!","케이크(긍정), 서비스(긍정)",001000001000
