text,aspect,classification_method
조용조용한 분위기여서 대화하기 좋았어요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
하이볼은 다른데에서 마셔보기 어려운 메뉴였는데 맛있었습니다 :),Coffee/Drink,keyword
분위기가 좋고 친절했어요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
차 라는 걸 마시러 가는 경험 자체가 특별한데 공간도조용하고 좋았습니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"처음에 콤부차 +말차라떼 + 디저트 시키고
티 또 시켰어요","Dessert/Bakery, Coffee/Drink",keyword
"😗🍵 
티는 한번 우린 뒤 한번 더 우려주시는데 아이스 핫 번갈아서 주셔서 더 좋았어요",Coffee/Drink,keyword
"추천받아 갔는데
친절하게 설명도 잘 해주시고
차도 맛있었어요","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
입구 찾기가 좀 어려웠는데 분위기도 좋고 차도 맛있었어요 ◡̈,"Service, Vibe, Coffee/Drink",keyword
조용하고 차분하게 차를 마시고 왔어요,"Dessert/Bakery, Coffee/Drink",keyword
차맛도 좋고 향도 좋아서 만족했습니다,"Dessert/Bakery, Coffee/Drink, Price",keyword
차분한 공간에서 잘 머물다 갑니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
☺️ 천장 조명이 하나인데 굉장히 임팩트가 있어요,"Vibe, Coffee/Drink",keyword
직원분들도 친절하시고 조용하고 공간 구성도 너무 좋네요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
더 유명해지기 전에 꼭 또간다,"Dessert/Bakery, Coffee/Drink",keyword
하동 잭살차,Coffee/Drink,keyword
야경이 보이는 뷰라서 분위기가 너무 좋아요!,"Vibe, Coffee/Drink",keyword
밀크티는 찻잎 향이 잘 느껴지고 고소해서 좋았고 말차라떼도 고소하니 맛있었어요~,"Dessert/Bakery, Coffee/Drink",keyword
"탁트인 전망이라 뷰가 넘 좋은 티카페
날이 추워서 따듯한 티 한잔 마시고 싶어서 왔어요","Dessert/Bakery, Coffee/Drink",keyword
조용하고 차분해서 나만의 공간에 온 힐링되는 공간 느낌?,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
🍵호박엿의 단맛이 떠오른다는 문구를 보고 운남홍차를 골랐는데 정말 그래서 신기하고 맛있게 먹었습니다,"Dessert/Bakery, Coffee/Drink",keyword
"꿉당먹고 바로 옆이라 가보았습니당, 건물 자체도 멋있었는데 안에 인테리어도 모던하고 깔끔합니다.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
손님이 많치만 시끄럽지 않은 분위기라 즐기다 왔어요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"우엉뿌리차, 말차라떼(우유), 플레인 바스크 치즈케익 먹었는데, 우엉뿌리차는 고소하고 포근하고 카페인 없어서 좋았습니당.","Dessert/Bakery, Coffee/Drink",keyword
말차라떼도 넘 맛있어요~,"Dessert/Bakery, Coffee/Drink",keyword
치즈케익도 촉쵹하고 양도 적당해요!,"Dessert/Bakery, Coffee/Drink",keyword
최고오..,"Dessert/Bakery, Coffee/Drink",keyword
인테리어가 정말 너무 깔끔하고 넓게 트여진 창도 좋았구..,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"조금 일찍, 사람 많이 없을 때 오니 분위기도 평온했어요..","Dessert/Bakery, Coffee/Drink, Vibe",keyword
☺️ 차도 깔끔하고 몸이 녹여지는 기분이었습니다ㅎㅎ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
쑥 바스크치즈케이크도 차와 함께 먹기 딱 적당한 크기와 밀도였구요..!,"Dessert/Bakery, Coffee/Drink",keyword
차는 한번 더 리필해주셔서 충분히 음미하며 마실 수  있었어요 !,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
오후 쯤 되니 사람이 꽉 차더라구요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
내부 인테리어 너무 예쁘구 통유리뷰 탁 트여서 좋아요,"Dessert/Bakery, Vibe",keyword
👍👍bgm도 잔잔해서 편안하게 멍때리기도 좋고 자주 오고 싶은 곳!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
프라이빗하고 좋은곳이네요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
차도 맛있고 뷰도 좋네요!!,Coffee/Drink,keyword
재방문해야겠어요~~,"Service, Dessert/Bakery, Coffee/Drink",keyword
밤에와도 좋을것같은 분위기 좋은 곳이에요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수역과 아주 가까운 곳입니다.,Vibe,keyword
조용한 분위기에 주변이 내려다 보이는 구조의 매장이라 마음에 들었습니다.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"음료는 말차라떼, 차는 하동잭살차를 주문했습니다.","Service, Dessert/Bakery, Coffee/Drink",keyword
차는 다 마실 때 쯤 직원 분이 새로 우려주셔서 충분히 즐길 수 있었습니다.,"Service, Vibe, Coffee/Drink",keyword
이 외에도 종류가 다양해 여러 번 방문해서 즐기고 싶은 곳입니다.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
매장이 생각보다 작았지만 쑥말차 아포가토는 맛있었어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
조용하고 예쁜 공간이에요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다양한 차를 마실 수 있어요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"차와 구움과자는 물론, 공간까지 최고였습니다.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
해지기 전과 후가 각기 다른 매력이 있네요.,"Vibe, Coffee/Drink",keyword
조용하고 차도 맛나요!,"Dessert/Bakery, Coffee/Drink",keyword
성수동 멋진 뷰와 함께 잔잔한 분위기에서 차를 즐길 수 있어서 좋아요 :),"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"일단 직원분들이 너무 친절하고 매장 분위기나 들어오는 햇살, 창 밖으로 보이는 성수동 뷰, 차와 디저트 모든게 완벽하고 좋았어요","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
앞으로 자주 가게 될 것 같네요,Dessert/Bakery,keyword
감사합니다:),"Dessert/Bakery, Coffee/Drink",keyword
조용하고 음료도 맛있고 뷰가 좋아요.,"Dessert/Bakery, Coffee/Drink",keyword
조용하고 차분한 분위기에서 차 한 잔 하고 싶을 때 방문하면 좋은 곳 :),"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
깔끔하고 차도 맛있어요.,"Dessert/Bakery, Coffee/Drink",keyword
붐비는 성수동 속에서 쾌적하고 조용하고 자리도 넓고 어른맛 나는 카페에요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가없어서 아쉽지만 단골하려구요,"Dessert/Bakery, Coffee/Drink",keyword
차를 높은 건물 위에서  마시는게 새로웠다.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
고정관념이 있었나보다.,"Vibe, Coffee/Drink",keyword
티에 진심인게 느껴지는 카페입니다.,Coffee/Drink,keyword
밀크티가 달지 않아요.,Coffee/Drink,keyword
5층에 주변이 트여서 하늘이 물드는 것까지 볼 수 있어요.,"Vibe, Coffee/Drink",keyword
카페인 없는 차도 있고 맛있습니다.,"Vibe, Coffee/Drink",keyword
날이 추워서 하동쑥차를 주문했는 데 고소하고 진한 쑥향이 너무 좋네요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
아몬드와 팥과 찰떡이 어울어진 티푸드도 잘 어울리고 주변이 잘 보이는 경치까지 3박자가 너무 좋은 곳이네요.,"Vibe, Coffee/Drink",keyword
차도 한 번 더 우려 먹을 수 있어 좋아요.,"Vibe, Coffee/Drink",keyword
매장도 예쁘고 통창을 바라보면서 멍때리기 좋다.,Vibe,keyword
티룸이라 커피메뉴는 없다.,"Vibe, Coffee/Drink",keyword
무신사 건물 5층에 자리한 티 카페예요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기 있고 좋습니다~^^,"Vibe, Coffee/Drink",keyword
차가 맛있고 뷰가 너무 좋아요!,Coffee/Drink,keyword
복작한 성수동에서 조용한 분위기를 느낄 수 있는 곳입니다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
따뜻한 차 기분좋네요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
차 한 번 리필되는 거 좋아요.,Coffee/Drink,keyword
차도 티푸드도 모두 만족.,"Coffee/Drink, Price",keyword
차 전문으로 팔아서 좋습니다,Coffee/Drink,keyword
사람이 적을 때 오면 더 좋을 거 같아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
술은 마시기 싫고 밤이라 커피는 마시면 안될 것 같아서 찻집을 찾다가 발견했어요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
"고층에 위치해 뷰도 탁 트여 좋고, 섬세하게 티 내려주시는 직원들의 모습도 좋았어요.","Service, Position, Dessert/Bakery, Coffee/Drink",keyword
티 떨어질 때쯤 한번 더 우려줄까냐고 묻는 것도 좋았고요.,Coffee/Drink,keyword
바 테이블도 좋아보였어요.,"Dessert/Bakery, Coffee/Drink",keyword
나중에 혼자 또 오고싶은 공간입니다.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
(여자 화장실이 관리가 잘 안된 점은 아쉬워요.),"Service, Vibe",keyword
"신사에 있는 맥파이앤타이거 먼저 갔었는데, 분위기가 넘 좋았어서 성수점도 와 봤어요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
신사점과는 다르게 좀 더 밝고 캐주얼한 느낌이었고 좌석도 테이블 좌석이 있어서 단체모임에 좀 더 용이한 편이었어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"음료는 말차두유라떼랑 크리스탈펀치 칵테일을 시켰는데, 티 전문점답게 둘 다 진한 티 향이 나는 맛이었습니다","Dessert/Bakery, Coffee/Drink",keyword
"뷰도 좋고, 분위기도 좋고, 차랑 디저트 모두 맛있었어요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
최근에 가본 카페 / 찻집 중에 가장 온전한 컨셉에 기반해 운영되고 있다고 느낀 곳중 하나였습니다.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
밑에 엠프티에서 아이쇼핑도 같이 할 수 있어서 일석이조였어요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
두 번째 방문.,Service,keyword
평일은 주말 보다 붐비지 않아서 좋음.,Vibe,keyword
넓은 창으로 눈 내리는 거 보면서 재택 근무하니 행복..,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
차는 역시나 맛있..,Coffee/Drink,keyword
분위기가 너무 좋고 차도 너무 맛있어요ㅠㅠ,"Vibe, Coffee/Drink",keyword
분위기도 좋고 차도 너무 맛있어요!!!,"Vibe, Coffee/Drink",keyword
신사쪽 방문하고 좋았어서 성수간김에 들렀는데 신사점과 다르게 고요한 느낌은 없어서 아쉬웠어요ㅠ,"Service, Dessert/Bakery, Coffee/Drink",keyword
"하지만 직원분들도 친절하시고 차도, 파운드도 맛있어서 괜찮았습니다..!","Service, Dessert/Bakery, Coffee/Drink",keyword
탑층에 위치해서 뷰도 좋아요,"Position, Dessert/Bakery, Coffee/Drink",keyword
"티룸은 오랫만에 와보는데 새로생겨 그런지 
깔끔하고 조용해요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
사람많은 성수에서 편안한 곳을 찾은 느낌 :),"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
조용히 차 즐기고 싶었는데 너무 시끄러워요 ㅠ,Coffee/Drink,keyword
분위기 너무 좋고 조용하고 뷰도 좋아요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
편안한 분위기라 너무 좋았어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다음에도 방문할게요,"Service, Dessert/Bakery, Coffee/Drink",keyword
분위기가 생각보다 바같은 느낌이라 너무 예쁘고 좋아요,"Dessert/Bakery, Vibe",keyword
나만 알고픈곳ㅜㅜ진짜,"Vibe, Coffee/Drink",keyword
예쁘고 차 맛도 좋아요.,"Vibe, Coffee/Drink",keyword
두런두런 친구나 좋아하는 사람과 대화나누며 차 마시면 좋을것 같은 장소에요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
기본적으로 차가 일단 너무 맛있고 매장 분위기도 차분해 좋습니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
시간 날때마다 자주 올 것 같네요,"Dessert/Bakery, Coffee/Drink",keyword
성수에서 이렇게 좋은 뷰에서 차를 마실 수 있다니 넘 좋아요.,"Vibe, Coffee/Drink",keyword
뭘 마실지 고민하고 있으면 직원 분이 친절하게 추천도 해 줍니다.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
차는 고퀄에 깔끔하고 맛있어요.,"Dessert/Bakery, Coffee/Drink",keyword
한 번 리필도 가능.,Price,keyword
디저트는 잭살 떡구움,Dessert/Bakery,keyword
과자 추천!,"Dessert/Bakery, Vibe",keyword
뷰 한 쪽은 뉴욕 시티뷰 🤣 다음엔 날씨 좋은 날 낮 시간에 와봐야 겠어요.,"Dessert/Bakery, Coffee/Drink",keyword
친절하십니다!,"Service, Dessert/Bakery, Coffee/Drink",keyword
차를 좋아하시는 분이라면 꼭 방문하시길 추천드려요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
잭살차와 잭살 떡구움,Coffee/Drink,keyword
과자를 먹었는데 찰떡궁합입니다.,"Dessert/Bakery, Coffee/Drink",keyword
달지 않고 적당히 씁쓸한 맛이에요!,"Dessert/Bakery, Coffee/Drink",keyword
차를 두 번 우려줘요ㅎㅎ,Coffee/Drink,keyword
시간은 해질녘에 갔는데 뷰가 다 보여서 감상하며 수다를 떨었어요.,"Dessert/Bakery, Coffee/Drink",keyword
해질녘~저녁 시간에 방문하는게 뷰가 제일 이쁜 것 같아요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
웨이팅은 4시쯤 방문했을 때 4팀이 있었고 30분 기다린 것 같아요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
대기하는 동안 아래 층에 있는 편집샵 구경했어요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
차를 거의 매일 우려 마실 정도로 좋아해서 신사점을 가려고 했는데 성수점을 새로 오픈했다고 하여 빠르게 방문했어요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기도 좋고 차분해서 두 시간을 수다 떨다 나왔네요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수동에서 조용하고 잔잔한 분위기의 티카페가 없어서 아쉬웟었는데 요런데가 있는줄 몰랐네요ㅎㅎ,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
디저트도 맛있고 카페 전망도 멋져요.,"Dessert/Bakery, Coffee/Drink",keyword
조용한게 가장 좋구요!,"Dessert/Bakery, Coffee/Drink",keyword
"차 맛있고, 친절하세요.","Service, Dessert/Bakery, Coffee/Drink",keyword
실내 은은한 향도 좋으네요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"혼자 와서 책읽거나 노트북 하기에도, 함께 와서 이야기 나누기에도 좋습니다.","Dessert/Bakery, Coffee/Drink",keyword
저층부에 편집샵 엠프티 서울이 함께 있어서 구경할 거리도 많네요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
좋은 카페!,Coffee/Drink,keyword
쑥차의 향기에 힐링되었고 친절하게 리필해주셔서 좋았습니다!,"Service, Dessert/Bakery, Coffee/Drink",keyword
과자도 식감이 독특해서 더욱 즐거운 시간 보냈네요^^,"Dessert/Bakery, Coffee/Drink",keyword
친절하고 분위기가 좋아요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"조용하게 대화하기도, 책 읽기도 좋을 것 같아요","Dessert/Bakery, Coffee/Drink",keyword
티도 한 번 리필 해주셔서 좋습니다,"Dessert/Bakery, Coffee/Drink",keyword
뷰도 좋고 차 종류도많아요!!,Coffee/Drink,keyword
분위기 너무좋고 차도 맛있어요,"Vibe, Coffee/Drink",keyword
나만알고싶어요,Coffee/Drink,keyword
하동 헛개나무열매차 달큰하니 좋네요,Coffee/Drink,keyword
친절하게 차 종류에 대해 설명해주셔서 원하는 티를 고를 수 있었어요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
함께 주문한 디저트도 쫀득하고 맛있었어요,"Service, Dessert/Bakery, Coffee/Drink",keyword
티 종류도 여러가지이고 두 번 우려주셔서 따뜻하게 차갑게 두가지로 맛볼 수 있어서 좋았어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수동에 오면 무조건 방문해요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
"평일 낮에 오면 책읽고 작업하기 좋고,, 밤에 오면 대화하기 좋은 분위기 😍😍😍😍 야경뷰도 너무 예뻐요","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
혼자 책읽기에도 좋고 둘이 조용히 대화하기 좋아 종종 들립니다.,"Dessert/Bakery, Coffee/Drink",keyword
낮과 밤 분위기가 달라 나름의 매력이 있어요 :) 따뜻한 차는 여느 티룸처럼 여러 번 우릴 수 있게 따뜻한 물 가져다 주세요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기 너모 좋구 디저트 차 모두 맛있어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
뷰도 좋고 분위기도 너무 좋은 곳입니다.,Vibe,keyword
백차와 잭살차를 마셨는데 백차는 깔끔한 느낌이었어요,"Dessert/Bakery, Coffee/Drink",keyword
쑥 치즈케이크도 뭔가 건강하면서 맛났어요~,"Dessert/Bakery, Coffee/Drink",keyword
데이트 하기에도 좋은 공간인 것 같습니다~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"낮에도, 해가 져물어갈 때도, 밤에도 너무 좋은 곳.",Vibe,keyword
고급호텔 라운지 부럽지 않아요:),Dessert/Bakery,keyword
분위기도 넘 좋고 맛있어요,Vibe,keyword
대화와 차 마시기에 매우 좋은 공간입니다.,"Vibe, Coffee/Drink",keyword
분위기도 좋고 틀어주시는 노래도 너무 좋아요 !!,Vibe,keyword
🎶🤍 티도 맛있어서 또 오고싶습니다,"Dessert/Bakery, Coffee/Drink",keyword
